stop_id,stop_name,stop_lat,stop_lon,stop_name_ar
370,Al Wardiyan Police Station,31.164023703290397,29.86381701088909,محطة شرطة الورديان
371,Dish Horus,31.16795339262486,29.87241503502556,مركز حورس نيو
372,Dish Horus,31.167800158033337,29.87245683950994,مركز حورس نيو
373,Al Qibary Bridge,31.17682536881096,29.87912058743375,كبري القباري
374,Al Qibary Bridge,31.17671871944908,29.87919684008453,كبري القباري
375,Fatma Al Zahraa - Marsa Matrouh Rd,31.10853411269146,29.78529426497604,فاطمة الزهراء - طريق مرسى مطروح
376,Fatma Al Zahraa - Marsa Matrouh Rd,31.10841159256428,29.785325196921097,فاطمة الزهراء - طريق مرسى مطروح
377,Agamy Star,31.11025053996158,29.787983833824576, مول عجمي
378,Agamy Star,31.11017694452294,29.78822043975233, مول عجمي
379,Al Bitash,31.114477,29.794305,البطاش
380,Al Bitash,31.114728330327587,29.79443156074461,البطاش
381,Al Bitash,31.115138,29.794731,البطاش
382,Shahr Al Asal,31.13305002519796,29.783859559257827,شهر العسل
383,Port Gate,31.122073249676458,29.80534671574794,باب الميناء
384,Port Gate,31.122031578752026,29.805599430701896,باب الميناء
385,Royal Complex Hall,31.128321829732297,29.813365893573355, قاعة رويال كومبليكس
386,Royal Complex Hall,31.128008136819503,29.813469689937307, قاعة رويال كومبليكس
387,Fahmy Restaurant,31.133528097554372,29.8191338845094,مطعم فهمي
388,Al Mohandes Mall,31.13501170077848,29.82164364364681,مول المهندس
389,Mostaamara,31.06518867068458,29.816407567450906,منطقة المستعمرة
390,Mostaamara,31.06500730509597,29.816498144886975,منطقة المستعمرة
391,Abdel Kader Entrance,31.078725336953624,29.842012051425527,مدخل عبد القادر
392,Abdel Kader Entrance,31.078986379619767,29.84192124690812,مدخل عبد القادر
393,Abdel Kader Station,31.073021,29.850206,محطة عبد القادر
394,Abdel Kader Station,31.07320868422693,29.851881293672548,محطة عبد القادر
395,Toshky Entrance,31.091199557120703,29.852864431205287,مدخل توشكي
396,Toshky Entrance,31.09124037382212,29.85304746108296,مدخل توشكي
397,Abis 8,31.127254707369644,29.94277122114167,أبيس ٨
398,High Speed Rail Station,31.153356167127047,29.92260119748665,محطة القطار السريع
399,High Speed Rail Station,31.153375016017463,29.9230512287866,محطة القطار السريع
400,Karmouz Hospital,31.187331339147228,29.89422342298384,مستشفى كرموز
401,Karmouz Hospital,31.186696021240746,29.89478159403668,مستشفى كرموز
402,Alexandria Stadium,31.196256983935434,29.91283044098625,استاد الاسكندرية
403,Alexandria Stadium,31.197209,29.911435,استاد الإسكندرية
404,Moharam Bek Bridge,31.192872011599103,29.92317971041742,كوبري محرم بك
405,Moharam Bek Bridge,31.19292385155902,29.923315685384928,كوبري محرم بك
406,Suez Canal Pedestrian Bridge,31.19548991767737,29.920152673500034,كوبري للمشاة قناة السويس
407,Suez Canal Pedestrian Bridge,31.195718393738787,29.92002113865124,كوبري للمشاة قناة السويس
409,Bab Sharq,31.201252,29.915987,باب شرق
410,Bab Sharq,31.202112,29.916405,باب شرق
411,Bab Sharq,31.201984,29.916671,باب شرق
412,Rahman Mosque,31.205654,29.909955,مسجد الرحمن
413,Misr Gas Station - Ibrahimeya,31.207772,29.929426,محطة غاز مصر - إبراهيمية
414,Misr Gas Station - Ibrahimeya,31.20783565127964,29.92929012594233,محطة غاز مصر - إبراهيمية
415,Sharqi Water Station,31.200104,29.919192,محطة مياه شرقي
416,Hadra,31.201377,29.93336,الحضرة
417,Hadra,31.200632,29.93573,الحضرة
418,Kabo,31.199117852703584,29.933344165839763,شركة كابو 
419,Kabo,31.199611,29.933673,شركة كابو 
420,Karmus,31.179511,29.901565,كرموز
421,Karmus,31.182063,29.906011,كرموز
422,Karmus,31.181979,29.906091,كرموز
423,Moharam Bek,31.183812,29.926513,محرم بك
424,Moharam Bek,31.183848494761143,29.92661911384189,محرم بك
425,El Mawqaf El Geded,31.180134,29.913627,الموقف الجديد
426,El Mawqaf El Geded,31.175966,29.916417,الموقف الجديد
427,El Mawqaf El Geded,31.17585583439237,29.91645438425775,الموقف الجديد
428,El Mawqaf El Geded,31.176456,29.917673,الموقف الجديد
429,Nozha Administration,31.188250741172787,29.93802371558787,إدارة النزهة
430,Nozha Administration,31.18805710514934,29.93804750554873,إدارة النزهة
431,Seka Hadeed Bridge,31.197434185626555,29.953859011245225,كوبري السكة الحديد
432,Seka Hadeed Bridge,31.19743797133326,29.953688336207225,كوبري السكة الحديد
433,Seka Hadeed Bridge,31.197153,29.95239,كوبري السكة الحديد
434,Navy Police Station,31.1247828549737,29.894353300072478,قسم شرطة ميناء الإسكندرية 
435,Navy Police Station,31.12367338085154,29.893969116976223,قسم شرطة ميناء الإسكندرية 
436,Maks Post Office,31.151075561912315,29.84178290607818,مكتب بريد - ماكس
437,Maks Post Office,31.150095278937027,29.84177691993093,مكتب بريد - ماكس
438,Italian Hospital,31.199889,29.925672,مستشفى الإيطالي
439,Mazroa Gold,31.232775585470332,29.961749918498,مجوهرات مزروع
440,Victoria Station,31.249110605323683,29.98047668071601,محطة فيكتوريا
441,Baheeg Square,30.901623433120715,29.544311097497808,ميدان بهيج
442,Al-Milaha,31.263673,30.028506,الملاحة
443,Egyptian Red Crescent - Bakus,31.230842,29.972046,الهلال الأحمر المصري - باكوس
444,El-Rassafa,31.191188,29.91891,الرصافة
445,El Awayed,31.218703,29.994491,العوايد
446,Al Seyouf,31.241103604807694,29.99738404923077,السيوف
447,Falaki - Al Seyouf,31.241375,29.998826,الفلكي - السيوف
